question_number,answer,difficulty,score,accuracy_rate,option1,option2,option3,option4,option5,subject,exam_date,exam_type,ocr_text_raw,ocr_text_clean,ocr_text_tokens,ocr_has_latex,question_type,math_category
16,4,중,4,0.77,0.09,0.04,0.07,0.77,0.03,수학(가),2017-03-09,학력평가,"16. 연속함수 \( f(x) \) 가
\[
\int_{-1}^{1} f(x) d x=12, \quad \int_{0}^{1} x f(x) d x=\int_{0}^{-1} x f(x) d x
\]
를 만족시킨다. \( \int_{-1}^{x} f(t) d t=F(x) \) 라 할 때, \( \int_{-1}^{1} F(x) d x \) 의 값은? [4점]
(1) 6
(2) 8
(3) 10
(4) 12
(5) 14","16. 연속함수 \( f(x) \) 가
\[
\int_{-1}^{1} f(x) d x=12, \quad \int_{0}^{1} x f(x) d x=\int_{0}^{-1} x f(x) d x
\]
를 만족시킨다. \( \int_{-1}^{x} f(t) d t=F(x) \) 라 할 때, \( \int_{-1}^{1} F(x) d x \) 의 값은? [4점]","['16', '.', '연속함수', 'f', '(', 'x', ')', '가', '\\[', '\\', 'int', '_{-', '1', '}^{', '1', '}', 'f', '(', 'x', ')', 'd', 'x', '=', '12', ',', '\\', 'quad', '\\', 'int', '_{', '0', '}^{', '1', '}', 'x', 'f', '(', 'x', ')', 'd', 'x', '=\\', 'int', '_{', '0', '}^{-', '1', '}', 'x', 'f', '(', 'x', ')', 'd', 'x', '\\]', '를', '만족', '시킨다', '.', '\\int', '{', '-', '1', '}', '^', '{', 'x', '}', 'f', '(', 't', ')', 'd', 't', '=', 'F', '(', 'x', ')', '라', '할', '때', ',', '\\int', '{', '-', '1', '}', '^', '{', '1', '}', 'F', '(', 'x', ')', 'd', 'x', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,적분법
17,1,중,4,0.75,0.75,0.1,0.07,0.06,0.03,수학(가),2017-03-09,학력평가,"17. 그림과 같이 반지름의 길이가 1 이고 중심각의 크기가 \( \frac{\pi}{2} \) 인 부채꼴 OAB 가 있다. 호 AB 위의 점 P 에 대하여 점 B 에서 선분 OP 에 내린 수선의 발을 Q , 점 Q 에서 선분 OB 에 내린 수선의 발을 R 라 하자. \( \angle \mathrm{BOP}=\theta \) 일 때, 삼각형 RQB 에 내접하는 원의 반지름의 길이를 \( r(\theta) \) 라 하자. \( \lim _{\theta \rightarrow 0+} \frac{r(\theta)}{\theta^{2}} \) 의 값은? (단, \( 0<\theta<\frac{\pi}{2} \) ) [4점]
(1) \( \frac{1}{2} \)
(2) 1
(3) \( \frac{3}{2} \)
(4) 2
(5) \( \frac{5}{2} \)","17. 그림과 같이 반지름의 길이가 1 이고 중심각의 크기가 \( \frac{\pi}{2} \) 인 부채꼴 OAB 가 있다. 호 AB 위의 점 P 에 대하여 점 B 에서 선분 OP 에 내린 수선의 발을 Q , 점 Q 에서 선분 OB 에 내린 수선의 발을 R 라 하자. \( \angle \mathrm{BOP}=\theta \) 일 때, 삼각형 RQB 에 내접하는 원의 반지름의 길이를 \( r(\theta) \) 라 하자. \( \lim _{\theta \rightarrow 0+} \frac{r(\theta)}{\theta^{2}} \) 의 값은? (단, \( 0<\theta<\frac{\pi}{2} \) ) [4점]","['17', '.', '그림', '과', '같이', '반지름', '의', '길이', '가', '1', '이', '고', '중심각', '의', '크기', '가', '\\frac', '{', '\\pi', '}', '{', '2', '}', '인', '부채꼴', 'OAB', '가', '있', '다', '.', '호', 'AB', '위', '의', '점', 'P', '에', '대하', '여', '점', 'B', '에서', '선분', 'OP', '에', '내린', '수선', '의', '발', '을', 'Q', ',', '점', 'Q', '에서', '선분', 'OB', '에', '내린', '수선', '의', '발', '을', 'R', '라', '하', '자', '.', '\\angle', '\\mathrm', '{', 'BOP', '}', '=', '\\theta', '일', '때', ',', '삼각형', 'RQB', '에', '내접', '하', '는', '원', '의', '반지름', '의', '길이', '를', 'r', '(', '\\theta', ')', '라', '하', '자', '.', '\\lim', '{', '\\theta', '\\rightarrow', '0', '+', '}', '\\frac', '{', 'r', '(', '\\theta', ')', '}', '{', '\\theta', '^', '{', '2', '}', '}', '의', '값', '은', '?', '(', '단', ',', '0', '\\theta', '\\frac', '{', '\\pi', '}', '{', '2', '}', ')', '[', '4', '점', ']']",True,객관식,함수의 극한과 연속
18,3,중상,4,0.56,0.11,0.17,0.56,0.08,0.08,수학(가),2017-03-09,학력평가,"18. 그림은 함수 \( f(x)=x^{2} e^{-x+2} \) 의 그래프이다.
함수 \( y=(f \circ f)(x) \) 의 그래프와 직선 \( y=\frac{15}{e^{2}} \) 의 교점의 개수는? (단, \( \lim _{x \rightarrow \infty} f(x)=0 \) ) [4점]
(1) 2
(2) 3
(3) 4
(4) 5
(5) 6","18. 그림은 함수 \( f(x)=x^{2} e^{-x+2} \) 의 그래프이다.
함수 \( y=(f \circ f)(x) \) 의 그래프와 직선 \( y=\frac{15}{e^{2}} \) 의 교점의 개수는? (단, \( \lim _{x \rightarrow \infty} f(x)=0 \) ) [4점]","['18', '.', '그림', '은', '함수', 'f', '(', 'x', ')', '=', 'x', '^', '{', '2', '}', 'e', '^', '{', '-', 'x', '+', '2', '}', '의', '그래프', '이', '다', '.', '함수', 'y', '=', '(', 'f', '\\circ', 'f', ')', '(', 'x', ')', '의', '그래프', '와', '직선', 'y', '=', '\\frac', '{', '15', '}', '{', 'e', '^', '{', '2', '}', '}', '의', '교점', '의', '개수', '는', '?', '(', '단', ',', '\\lim', '{', 'x', '\\rightarrow', '\\infty', '}', 'f', '(', 'x', ')', '=', '0', ')', '[', '4', '점', ']']",True,객관식,미분법
19,5,중,4,0.61,0.06,0.07,0.17,0.09,0.61,수학(가),2017-03-09,학력평가,"19. 곡선 \( y=e^{x} \) 과 \( y \) 축 및 직선 \( y=e \) 로 둘러싸인 도형을 밑면으로 하는 입체도형이 있다. 이 입체도형을 \( y \) 축에 수직인 평면으로 자른 단면이 모두 정삼각형일 때, 이 입체도형의 부피는? [4점]
(1) \( \frac{\sqrt{3}(\epsilon+1)}{4} \)
(2) \( \frac{\sqrt{3}(e-1)}{2} \)
(3) \( \frac{\sqrt{3}(e-1)}{4} \)
(4) \( \frac{\sqrt{3}(e-2)}{2} \)
(5) \( \frac{\sqrt{3}(e-2)}{4} \)","19. 곡선 \( y=e^{x} \) 과 \( y \) 축 및 직선 \( y=e \) 로 둘러싸인 도형을 밑면으로 하는 입체도형이 있다. 이 입체도형을 \( y \) 축에 수직인 평면으로 자른 단면이 모두 정삼각형일 때, 이 입체도형의 부피는? [4점]","['19', '.', '곡선', 'y', '=', 'e', '^', '{', 'x', '}', '과', 'y', '축', '및', '직선', 'y', '=', 'e', '로', '둘러싸인', '도형', '을', '밑면', '으로', '하', '는', '입체', '도', '형', '이', '있', '다', '.', '이', '입체', '도', '형', '을', 'y', '축', '에', '수직', '인', '평면', '으로', '자른', '단면', '이', '모두', '정삼각형', '일', '때', ',', '이', '입체', '도', '형', '의', '부피', '는', '?', '[', '4', '점', ']']",True,객관식,적분법
20,3,중상,4,0.57,0.09,0.11,0.57,0.12,0.11,수학(가),2017-03-09,학력평가,"20. 그림과 같이 가로로 \( n \) 개, 세로로 2 개씩 총 \( 2 n \) 개의 크기가 같은 정사각형 모양의 타일을 이어 붙인다.
첫째 줄 둘째 줄
이 타일 중에서 3 개를 골라 검은색으로 칠하되, 검은색으로 칠한 타일이 서로 이어 붙지 않게 하려고 한다. 다음은 검은색으로 칠한 타일이 이어 붙지 않은 경우와 이어 붙은 경우의 한 예이다.
이어 붙지 않은 경우:
이어 붙은 경우:
다음은 \( n \geq 6 \) 일 때, 검은색으로 칠할 타일 3 개를 고르는 경우의 수 \( S(n) \) 을 구하는 과정이다.
첫째 줄에 있는 타일 중 검은색으로 칠할 타일의 개수를 \( k(k=0,1,2,3) \) 이라 하면
( i ) \( k=0 \) 일 때 둘째 줄에 있는 \( n \) 개의 타일 중에서 검은색으로 칠할 타일 3 개를 고르는 경우의 수는 (가) 이다.
(ii) \( k=1 \) 일 때 둘째 줄에 있는 \( n \) 개의 타일 중에서 검은색으로 칠할 타일 2 개를 고르는 경우의 수는 \( { }_{3} \mathrm{H}_{n-3} \) 이고, 첫째 줄에서 검은색으로 칠할 타일 1 개를 고르는 경우의 수는 (나)이므로, 검은색으로 칠할 타일 3 개를 고르는 경우의 수는 \( { }_{3} \mathrm{H}_{n-3} \times \) (나) 이다.
(iii) \( k=2 \) 일 때 (ii)와 같은 방법으로 구할 수 있다.
(iv) \( k=3 \) 일 때 (i)과 같은 방법으로 구할 수 있다. 따라서 \( S(n)=\frac{2(n-2)\left(2 n^{2}-8 n+9\right)}{3} \) 이다.
위의 (가), (나)에 알맞은 식을 각각 \( f(n), g(n) \) 이라 할 때, \( f(10)+g(8) \) 의 값은? [4점]
(1) 60
(2) 61
(3) 62
(4) 63
(5) 64","20. 그림과 같이 가로로 \( n \) 개, 세로로 2 개씩 총 \( 2 n \) 개의 크기가 같은 정사각형 모양의 타일을 이어 붙인다.
첫째 줄 둘째 줄
이 타일 중에서 3 개를 골라 검은색으로 칠하되, 검은색으로 칠한 타일이 서로 이어 붙지 않게 하려고 한다. 다음은 검은색으로 칠한 타일이 이어 붙지 않은 경우와 이어 붙은 경우의 한 예이다.
이어 붙지 않은 경우:
이어 붙은 경우:
다음은 \( n \geq 6 \) 일 때, 검은색으로 칠할 타일 3 개를 고르는 경우의 수 \( S(n) \) 을 구하는 과정이다.
첫째 줄에 있는 타일 중 검은색으로 칠할 타일의 개수를 \( k(k=0,1,2,3) \) 이라 하면
( i ) \( k=0 \) 일 때 둘째 줄에 있는 \( n \) 개의 타일 중에서 검은색으로 칠할 타일 3 개를 고르는 경우의 수는 (가) 이다.
(ii) \( k=1 \) 일 때 둘째 줄에 있는 \( n \) 개의 타일 중에서 검은색으로 칠할 타일 2 개를 고르는 경우의 수는 \( { }_{3} \mathrm{H}_{n-3} \) 이고, 첫째 줄에서 검은색으로 칠할 타일 1 개를 고르는 경우의 수는 (나)이므로, 검은색으로 칠할 타일 3 개를 고르는 경우의 수는 \( { }_{3} \mathrm{H}_{n-3} \times \) (나) 이다.
(iii) \( k=2 \) 일 때 (ii)와 같은 방법으로 구할 수 있다.
(iv) \( k=3 \) 일 때 (i)과 같은 방법으로 구할 수 있다. 따라서 \( S(n)=\frac{2(n-2)\left(2 n^{2}-8 n+9\right)}{3} \) 이다.
위의 (가), (나)에 알맞은 식을 각각 \( f(n), g(n) \) 이라 할 때, \( f(10)+g(8) \) 의 값은? [4점]","['20', '.', '그림', '과', '같이', '가로', '로', 'n', '개', ',', '세로', '로', '2', '개', '씩', '총', '2', 'n', '개', '의', '크기', '가', '같', '은', '정사각형', '모양', '의', '타일', '을', '이', '어', '붙인다', '.', '첫째', '줄', '둘째', '줄', '이', '타일', '중', '에서', '3', '개', '를', '골라', '검은색', '으로', '칠', '하', '되', ',', '검은색', '으로', '칠', '한', '타일', '이', '서로', '이어', '붙', '지', '않', '게', '하', '려고', '한다', '.', '다음', '은', '검은색', '으로', '칠', '한', '타일', '이', '이어', '붙', '지', '않', '은', '경우', '와', '이', '어', '붙', '은', '경우', '의', '한', '예', '이', '다', '.', '이', '어', '붙', '지', '않', '은', '경우', ':', '이어', '붙', '은', '경우', ':', '다음', '은', 'n', '\\geq', '6', '일', '때', ',', '검은색', '으로', '칠', '할', '타일', '3', '개', '를', '고르', '는', '경우', '의', '수', 'S', '(', 'n', ')', '을', '구하', '는', '과정', '이', '다', '.', '첫째', '줄', '에', '있', '는', '타일', '중', '검은색', '으로', '칠', '할', '타일', '의', '개수', '를', 'k', '(', 'k', '=', '0', '1', '2', '3', ')', '이', '라', '하', '면', '(', 'i', ')', 'k', '=', '0', '일', '때', '둘째', '줄', '에', '있', '는', 'n', '개', '의', '타일', '중', '에서', '검은색', '으로', '칠', '할', '타일', '3', '개', '를', '고르', '는', '경우', '의', '수', '는', '(', '가', ')', '이', '다', '.', '(', 'ii', ')', 'k', '=', '1', '일', '때', '둘째', '줄', '에', '있', '는', 'n', '개', '의', '타일', '중', '에서', '검은색', '으로', '칠', '할', '타일', '2', '개', '를', '고르', '는', '경우', '의', '수', '는', '{', '}', '{', '3', '}', '\\mathrm', '{', 'H', '}', '{', 'n', '-', '3', '}', '이', '고', ',', '첫째', '줄', '에서', '검은색', '으로', '칠', '할', '타일', '1', '개', '를', '고르', '는', '경우', '의', '수', '는', '(', '나', ')', '이', '므로', ',', '검은색', '으로', '칠', '할', '타일', '3', '개', '를', '고르', '는', '경우', '의', '수', '는', '{', '}', '{', '3', '}', '\\mathrm', '{', 'H', '}', '{', 'n', '-', '3', '}', '\\times', '(', '나', ')', '이', '다', '.', '(', 'iii', ')', 'k', '=', '2', '일', '때', '(', 'ii', ')', '와', '같', '은', '방법', '으로', '구할', '수', '있', '다', '.', '(', 'iv', ')', 'k', '=', '3', '일', '때', '(', 'i', ')', '과', '같', '은', '방법', '으로', '구할', '수', '있', '다', '.', '따라서', 'S', '(', 'n', ')', '=', '\\frac', '{', '2', '(', 'n', '-', '2', ')', '\\left', '(', '2', 'n', '^', '{', '2', '}', '-', '8', 'n', '+', '9', '\\right', ')', '}', '{', '3', '}', '이', '다', '.', '위의', '(', '가', ')', ',', '(', '나', ')', '에', '알맞', '은', '식', '을', '각각', 'f', '(', 'n', ')', 'g', '(', 'n', ')', '이', '라', '할', '때', ',', 'f', '(', '10', ')', '+', 'g', '(', '8', ')', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,확률
21,4,중상,4,0.52,0.13,0.11,0.14,0.52,0.1,수학(가),2017-03-09,학력평가,"21. 구간 \( [0,1] \) 에서 정의된 연속함수 \( f(x) \) 에 대하여 함수
\[
F(x)=\int_{0}^{x} f(t) d t \quad(0 \leq x \leq 1)
\]
은 다음 조건을 만족시킨다.
(가) \( F(x)=f(x)-x \)
(나) \( \int_{0}^{1} F(x) d x=e-\frac{5}{2} \)
<보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]
<보기> \( \qquad \)
ㄱ. \( F(1)=e \)
ㄴ. \( \int_{0}^{1} x F(x) d x=\frac{1}{6} \)
ㄷ. \( \int_{0}^{1}\{F(x)\}^{2} d x=\frac{1}{2} e^{2}-2 e+\frac{11}{6} \)
(1) ?
(2) ?
(3) ?, ?
(4) ?, ?
(5) ?, ?, ?","21. 구간 \( [0,1] \) 에서 정의된 연속함수 \( f(x) \) 에 대하여 함수
\[
F(x)=\int_{0}^{x} f(t) d t \quad(0 \leq x \leq 1)
\]
은 다음 조건을 만족시킨다.
(가) \( F(x)=f(x)-x \)
(나) \( \int_{0}^{1} F(x) d x=e-\frac{5}{2} \)
<보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]","['21', '.', '구간', '0', '1', '에서', '정의', '된', '연속함수', 'f', '(', 'x', ')', '에', '대하', '여', '함수', '\\[', 'F', '(', 'x', ')', '=\\', 'int', '_{', '0', '}^{', 'x', '}', 'f', '(', 't', ')', 'd', 't', '\\', 'quad', '(', '0', '\\', 'leq', 'x', '\\', 'leq', '1', ')', '\\]', '은', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', 'F', '(', 'x', ')', '=', 'f', '(', 'x', ')', '-', 'x', '(', '나', ')', '\\int', '{', '0', '}', '^', '{', '1', '}', 'F', '(', 'x', ')', 'd', 'x', '=', 'e', '-', '\\frac', '{', '5', '}', '{', '2', '}', '<', '보', '기', '>', '에서', '옳', '은', '것', '만', '을', '있', '는', '대로', '고른', '것', '은', '?', '[', '4', '점', ']']",True,객관식,적분법
22,3,중하,3,0.83,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,22. 부등식 \( 3^{x-4} \leq \frac{1}{9} \) 을 만족시키는 모든 자연수 \( x \) 의 값의 합을 구하시오. [3점],22. 부등식 \( 3^{x-4} \leq \frac{1}{9} \) 을 만족시키는 모든 자연수 \( x \) 의 값의 합을 구하시오. [3점],"['22', '.', '부등식', '3', '^', '{', 'x', '-', '4', '}', '\\leq', '\\frac', '{', '1', '}', '{', '9', '}', '을', '만족', '시키', '는', '모든', '자연수', 'x', '의', '값', '의', '합', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,지수함수와 로그함수
23,20,중,3,0.78,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"23. 함수 \( f(\theta)=1-\frac{1}{1+2 \sin \theta} \) 일 때, \( \lim _{\theta \rightarrow 0} \frac{10 f(\theta)}{\theta} \) 의 값을 구하시오. [3점]","23. 함수 \( f(\theta)=1-\frac{1}{1+2 \sin \theta} \) 일 때, \( \lim _{\theta \rightarrow 0} \frac{10 f(\theta)}{\theta} \) 의 값을 구하시오. [3점]","['23', '.', '함수', 'f', '(', '\\theta', ')', '=', '1', '-', '\\frac', '{', '1', '}', '{', '1', '+', '2', '\\sin', '\\theta', '}', '일', '때', ',', '\\lim', '{', '\\theta', '\\rightarrow', '0', '}', '\\frac', '{', '10', 'f', '(', '\\theta', ')', '}', '{', '\\theta', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,함수의 극한과 연속
24,60,중,3,0.79,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"24. 구간 \( (-1, \infty) \) 에서 정의된 함수 \( f(x)=x e^{x}+e \) 의 역함수를 \( g(x) \) 라 할 때, \( 60 g^{\prime}(e) \) 의 값을 구하시오. [3점]","24. 구간 \( (-1, \infty) \) 에서 정의된 함수 \( f(x)=x e^{x}+e \) 의 역함수를 \( g(x) \) 라 할 때, \( 60 g^{\prime}(e) \) 의 값을 구하시오. [3점]","['24', '.', '구간', '(', '-', '1', '\\infty', ')', '에서', '정의', '된', '함수', 'f', '(', 'x', ')', '=', 'x', 'e', '^', '{', 'x', '}', '+', 'e', '의', '역함수', '를', 'g', '(', 'x', ')', '라', '할', '때', ',', '60', 'g', '^', '{', '\\prime', '}', '(', 'e', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,미분법
25,27,중,3,0.77,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,25. 그림과 같이 길이가 12 인 선분 AB 를 지름으로 하는 반원이 있다. 반원 위에서 호 BC 의 길이가 \( 4 \pi \) 인 점 C 를 잡고 점 C 에서 선분 AB 에 내린 수선의 발을 H 라 하자. \( \overline{\mathrm{CH}}^{2} \) 의 값을 구하시오. [3점],25. 그림과 같이 길이가 12 인 선분 AB 를 지름으로 하는 반원이 있다. 반원 위에서 호 BC 의 길이가 \( 4 \pi \) 인 점 C 를 잡고 점 C 에서 선분 AB 에 내린 수선의 발을 H 라 하자. \( \overline{\mathrm{CH}}^{2} \) 의 값을 구하시오. [3점],"['25', '.', '그림', '과', '같이', '길이', '가', '12', '인', '선분', 'AB', '를', '지름', '으로', '하', '는', '반원', '이', '있', '다', '.', '반원', '위', '에서', '호', 'BC', '의', '길이', '가', '4', '\\pi', '인', '점', 'C', '를', '잡', '고', '점', 'C', '에서', '선분', 'AB', '에', '내린', '수선', '의', '발', '을', 'H', '라', '하', '자', '.', '\\overline', '{', '\\mathrm', '{', 'CH', '}', '}', '^', '{', '2', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,원/부채꼴
26,6,중,4,0.75,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"26. 다음 조건을 만족시키는 네 자연수 \( a, b, c, d \) 로 이루어진 모든 순서쌍 \( (a, b, c, d) \) 의 개수를 구하시오. [4점]
(가) \( a+b+c+d=6 \)
(나) \( a \times b \times c \times d \) 는 4 의 배수이다.","26. 다음 조건을 만족시키는 네 자연수 \( a, b, c, d \) 로 이루어진 모든 순서쌍 \( (a, b, c, d) \) 의 개수를 구하시오. [4점]
(가) \( a+b+c+d=6 \)
(나) \( a \times b \times c \times d \) 는 4 의 배수이다.","['26', '.', '다음', '조건', '을', '만족', '시키', '는', '네', '자연수', 'a', 'b', 'c', 'd', '로', '이루어진', '모든', '순서쌍', '(', 'a', 'b', 'c', 'd', ')', '의', '개수', '를', '구하', '시', '오', '.', '[', '4', '점', ']', '(', '가', ')', 'a', '+', 'b', '+', 'c', '+', 'd', '=', '6', '(', '나', ')', 'a', '\\times', 'b', '\\times', 'c', '\\times', 'd', '는', '4', '의', '배수', '이', '다', '.']",True,주관식,경우의 수
27,8,중,4,0.64,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"27. 그림과 같이 곡선 \( y=2^{x} \) 을 \( y \) 축에 대하여 대칭이동한 후, \( x \) 축의 방향으로 \( \frac{1}{4} \) 만큼, \( y \) 축의 방향으로 \( \frac{1}{4} \) 만큼 평행이동한 곡선을 \( y=f(x) \) 라 하자. 곡선 \( y=f(x) \) 와 직선 \( y=x+1 \) 이 만나는 점 A 와 점 \( \mathrm{B}(0,1) \) 사이의 거리를 \( k \) 라 할 때, \( \frac{1}{k^{2}} \) 의 값을 구하시오. [4점]","27. 그림과 같이 곡선 \( y=2^{x} \) 을 \( y \) 축에 대하여 대칭이동한 후, \( x \) 축의 방향으로 \( \frac{1}{4} \) 만큼, \( y \) 축의 방향으로 \( \frac{1}{4} \) 만큼 평행이동한 곡선을 \( y=f(x) \) 라 하자. 곡선 \( y=f(x) \) 와 직선 \( y=x+1 \) 이 만나는 점 A 와 점 \( \mathrm{B}(0,1) \) 사이의 거리를 \( k \) 라 할 때, \( \frac{1}{k^{2}} \) 의 값을 구하시오. [4점]","['27', '.', '그림', '과', '같이', '곡선', 'y', '=', '2', '^', '{', 'x', '}', '을', 'y', '축', '에', '대하', '여', '대칭', '이', '동한', '후', ',', 'x', '축', '의', '방향', '으로', '\\frac', '{', '1', '}', '{', '4', '}', '만큼', ',', 'y', '축', '의', '방향', '으로', '\\frac', '{', '1', '}', '{', '4', '}', '만큼', '평행', '이', '동한', '곡선', '을', 'y', '=', 'f', '(', 'x', ')', '라', '하', '자', '.', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '직선', 'y', '=', 'x', '+', '1', '이', '만나', '는', '점', 'A', '와', '점', '\\mathrm', '{', 'B', '}', '(', '0', '1', ')', '사이', '의', '거리', '를', 'k', '라', '할', '때', ',', '\\frac', '{', '1', '}', '{', 'k', '^', '{', '2', '}', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,지수함수와 로그함수
28,24,상,4,0.45,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"28. 연속함수 \( f(x) \) 와 그 역함수 \( g(x) \) 가 다음 조건을 만족시킨다.
(가) \( f(1)=1, f(3)=3, f(7)=7 \)
(나) \( x \neq 3 \) 인 모든 실수 \( x \) 에 대하여 \( f^{\prime \prime}(x)<0 \) 이다.
(다) \( \int_{1}^{7} f(x) d x=27, \int_{1}^{3} g(x) d x=3 \)
\( 12 \int_{3}^{7}|f(x)-x| d x \) 의 값을 구하시오. [4점]","28. 연속함수 \( f(x) \) 와 그 역함수 \( g(x) \) 가 다음 조건을 만족시킨다.
(가) \( f(1)=1, f(3)=3, f(7)=7 \)
(나) \( x \neq 3 \) 인 모든 실수 \( x \) 에 대하여 \( f^{\prime \prime}(x)<0 \) 이다.
(다) \( \int_{1}^{7} f(x) d x=27, \int_{1}^{3} g(x) d x=3 \)
\( 12 \int_{3}^{7}|f(x)-x| d x \) 의 값을 구하시오. [4점]","['28', '.', '연속함수', 'f', '(', 'x', ')', '와', '그', '역함수', 'g', '(', 'x', ')', '가', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', 'f', '(', '1', ')', '=', '1', 'f', '(', '3', ')', '=', '3', 'f', '(', '7', ')', '=', '7', '(', '나', ')', 'x', '\\neq', '3', '인', '모든', '실수', 'x', '에', '대하', '여', 'f', '^', '{', '\\prime', '\\prime', '}', '(', 'x', ')', '0', '이', '다', '.', '(', '다', ')', '\\int', '{', '1', '}', '^', '{', '7', '}', 'f', '(', 'x', ')', 'd', 'x', '=', '27', '\\int', '{', '1', '}', '^', '{', '3', '}', 'g', '(', 'x', ')', 'd', 'x', '=', '3', '12', '\\int', '{', '3', '}', '^', '{', '7', '}', 'f', '(', 'x', ')', '-', 'x', 'd', 'x', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,미분법
29,528,최상,4,0.18,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,29. 그림과 같은 7 개의 사물함 중 5 개의 사물함을 남학생 3 명과 여학생 2 명에게 각각 1 개씩 배정하려고 한다. 같은 층에서는 남학생의 사물함과 여학생의 사물함이 서로 이웃하지 않는다. 사물함을 배정하는 모든 경우의 수를 구하시오. [4점],29. 그림과 같은 7 개의 사물함 중 5 개의 사물함을 남학생 3 명과 여학생 2 명에게 각각 1 개씩 배정하려고 한다. 같은 층에서는 남학생의 사물함과 여학생의 사물함이 서로 이웃하지 않는다. 사물함을 배정하는 모든 경우의 수를 구하시오. [4점],"['29', '.', '그림', '과', '같', '은', '7', '개', '의', '사물함', '중', '5', '개', '의', '사물함', '을', '남학생', '3', '명', '과', '여학생', '2', '명', '에게', '각각', '1', '개', '씩', '배정', '하', '려고', '한다', '.', '같', '은', '층', '에서', '는', '남학생', '의', '사물', '함', '과', '여학생', '의', '사물함', '이', '서로', '이웃', '하', '지', '않', '는다', '.', '사물함', '을', '배정', '하', '는', '모든', '경우', '의', '수', '를', '구하', '시', '오', '.', '[', '4', '점', ']']",False,주관식,경우의 수
30,90,최상,4,0.12,0.0,0.0,0.0,0.0,0.0,수학(가),2017-03-09,학력평가,"30. 그림과 같이 제 1 사분면에 있는 점 \( \mathrm{P}(a, 2 a) \) 에서 곡선 \( y=-\frac{2}{x} \) 에 그은 두 접선의 접점을 각각 \( \mathrm{A}, \mathrm{B} \) 라 할 때, \( \overline{\mathrm{PA}}^{2}+\overline{\mathrm{PB}}^{2}+\overline{\mathrm{AB}}^{2} \) 의 최솟값을 구하시오. [4점]","30. 그림과 같이 제 1 사분면에 있는 점 \( \mathrm{P}(a, 2 a) \) 에서 곡선 \( y=-\frac{2}{x} \) 에 그은 두 접선의 접점을 각각 \( \mathrm{A}, \mathrm{B} \) 라 할 때, \( \overline{\mathrm{PA}}^{2}+\overline{\mathrm{PB}}^{2}+\overline{\mathrm{AB}}^{2} \) 의 최솟값을 구하시오. [4점]","['30', '.', '그림', '과', '같이', '제', '1', '사분면', '에', '있', '는', '점', '\\mathrm', '{', 'P', '}', '(', 'a', '2', 'a', ')', '에서', '곡선', 'y', '=', '-', '\\frac', '{', '2', '}', '{', 'x', '}', '에', '그', '은', '두', '접선', '의', '접점', '을', '각각', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'B', '}', '라', '할', '때', ',', '\\overline', '{', '\\mathrm', '{', 'PA', '}', '}', '^', '{', '2', '}', '+', '\\overline', '{', '\\mathrm', '{', 'PB', '}', '}', '^', '{', '2', '}', '+', '\\overline', '{', '\\mathrm', '{', 'AB', '}', '}', '^', '{', '2', '}', '의', '최솟값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,미분법
1,3,중하,2,0.88,0.05,0.04,0.88,0.01,0.01,수학(나),2017-03-09,학력평가,"1. \( 4^{\frac{1}{2}}+3^{0} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",1. \( 4^{\frac{1}{2}}+3^{0} \) 의 값은? [2점],"['1', '.', '4', '^', '{', '\\frac', '{', '1', '}', '{', '2', '}', '}', '+', '3', '^', '{', '0', '}', '의', '값', '은', '?', '[', '2', '점', ']']",True,객관식,지수함수와 로그함수
